0.231377,69.5621
0.242946,69.3236
0.255094,68.1754
0.267848,67.9178
0.281241,67.2535
0.295303,66.9255
0.310068,66.0053
0.325571,65.6624
0.34185,64.8717
0.358942,64.4569
0.376889,64.0646
0.395734,62.9171
0.415521,62.5
0.436297,61.7082
0.458112,61.2204
0.481017,60.1916
0.505068,59.7055
0.530321,58.972
0.556837,58.4437
0.584679,57.4509
0.613913,57.0139
0.644609,56.0896
0.676839,55.644
0.710681,54.518
0.746215,54.0858
0.783526,53.3755
0.822702,52.8815
0.863838,52.1535
0.907029,51.7476
0.952381,50.9477
1,50.5507
1.05,49.8069
1.1025,49.3504
1.15762,48.8242
1.21551,48.2373
1.27628,47.7017
1.3401,47.1263
1.4071,46.8051
1.47746,46.2737
1.55133,45.8686
1.62889,45.4682
1.71034,45.189
1.79586,44.7517
1.88565,44.2219
1.97993,43.9776
2.07893,43.6614
2.18287,43.4355
2.29202,42.7534
2.40662,42.5409
2.52695,42.2459
2.6533,41.7734
2.78596,41.5872
2.92526,41.3563
3.07152,40.9949
3.2251,40.6815
3.38635,40.5276
3.55567,40.3148
3.73346,39.8534
3.92013,39.7183
4.11614,39.5421
4.32194,39.1023
4.53804,38.923
4.76494,38.4944
5.00319,38.3861
5.25335,38.2593
5.51602,37.9167
5.79182,37.6737
6.08141,37.3532
6.38548,36.7145
6.70475,36.4994
7.03999,36.3272
7.39199,35.8961
7.76159,35.7389
8.14967,35.4024
8.55715,35.2335
8.98501,35.0759
9.43426,34.5807
9.90597,34.3339
10.4013,34.0948
10.9213,33.7512
11.4674,33.3787
12.0408,33.0529
12.6428,32.7762
13.2749,32.4139
13.9387,32.1628
14.6356,31.5791
15.3674,31.2695
16.1358,30.8677
16.9426,30.6682
17.7897,30.5035
18.6792,30.1666
19.6131,29.5021
20.5938,29.282
21.6235,29.1024
22.7047,28.7153
23.8399,28.4659
25.0319,27.7917
26.2835,27.643
27.5977,27.2998
28.9775,26.9652
30.4264,26.5408
31.9477,26.038
33.5451,25.8041
35.2224,25.1775
36.9835,24.895
38.8327,24.2528
40.7743,23.9838
42.813,23.7972
44.9537,23.1586
47.2014,22.9692
49.5614,22.3038
52.0395,22.0602
54.6415,21.4534
57.3736,21.2447
60.2422,20.7119
63.2544,20.3898
66.4171,20.003
69.7379,19.5915
73.2248,19.0371
76.8861,18.4446
80.7304,17.8997
84.7669,17.3422
89.0052,16.7641
93.4555,16.2891
98.1283,15.8224
103.035,15.3832
108.186,14.9379
113.596,14.3884
119.276,13.9771
125.239,13.5696
131.501,13.1026
138.076,12.6853
144.98,12.2307
152.229,11.627
159.841,10.9467
167.833,10.2528
176.224,9.60823
185.035,8.87479
194.287,8.25508
204.002,7.76472
214.202,7.16302
224.912,6.69771
236.157,6.17602
247.965,5.78612
260.363,5.3334
273.382,4.8977
287.051,4.52318
301.403,4.15485
316.473,3.75225
332.297,3.47131
348.912,3.14063
366.358,0
